done;agent2_344_msgs;agent2_344_drops;agent3_345_msgs;agent3_345_drops;agent4_346_msgs;agent4_346_drops;agent5_347_msgs;agent5_347_drops;agent2_344_acts;agent3_345_acts;agent4_346_acts;agent5_347_acts;world_nr;tick_nr
False;0;0;3;0;3;0;0;0;MoveEast;;;MoveEast;1;115
False;0;0;1;0;1;0;1;0;MoveEast;MoveSouth;MoveSouthWest;;1;116
False;0;0;1;0;1;0;0;0;MoveEast;MoveSouth;MoveSouthWest;MoveSouth;1;117
False;0;0;1;0;1;0;0;0;MoveEast;MoveSouthWest;MoveSouth;MoveSouth;1;118
False;0;0;0;0;0;0;0;0;MoveEast;MoveSouthWest;MoveSouth;MoveSouthWest;1;119
False;0;0;0;0;0;0;0;0;MoveEast;MoveSouthEast;MoveSouthWest;MoveSouthWest;1;120
False;0;0;0;0;0;0;0;0;MoveEast;MoveSouthEast;MoveSouthWest;MoveSouthEast;1;121
False;0;0;0;0;0;0;0;0;MoveEast;MoveEast;MoveWest;MoveSouthEast;1;122
False;0;0;0;0;0;0;0;0;MoveEast;MoveEast;MoveWest;MoveEast;1;123
False;0;0;0;0;0;0;0;0;MoveEast;MoveEast;MoveWest;MoveEast;1;124
False;0;0;0;0;0;0;0;0;MoveEast;MoveEast;MoveWest;MoveEast;1;125
False;0;0;0;0;0;0;0;0;MoveEast;MoveEast;MoveWest;MoveEast;1;126
False;0;0;0;0;0;0;0;0;MoveEast;MoveEast;MoveWest;MoveEast;1;127
False;0;0;0;0;0;0;0;0;MoveEast;MoveEast;MoveWest;MoveEast;1;128
False;0;0;0;0;0;0;0;0;;MoveEast;MoveWest;MoveEast;1;129
False;0;0;0;0;0;0;0;0;;MoveEast;MoveWest;MoveEast;1;130
False;0;0;0;0;0;0;0;0;MoveNorth;MoveEast;MoveWest;MoveEast;1;131
False;0;0;0;0;0;0;0;0;MoveNorth;MoveEast;MoveWest;MoveEast;1;132
False;0;0;0;0;0;0;0;0;MoveNorthEast;MoveEast;MoveWest;OpenDoorAction;1;133
False;0;0;0;0;0;0;0;0;MoveNorthEast;MoveEast;MoveWest;OpenDoorAction;1;134
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveWest;;1;135
False;0;0;0;0;0;0;0;0;MoveWest;MoveNorthEast;MoveWest;MoveNorth;1;136
False;0;0;0;0;0;0;0;0;MoveWest;MoveNorthEast;MoveWest;MoveNorth;1;137
False;0;0;0;0;0;0;0;0;MoveWest;MoveNorth;MoveNorthWest;MoveNorthEast;1;138
False;1;0;0;0;0;0;0;0;MoveWest;MoveNorth;MoveNorthWest;MoveNorthEast;1;139
False;1;0;0;0;0;0;0;0;MoveWest;MoveNorth;MoveNorth;MoveWest;1;140
False;1;0;0;0;0;0;0;0;MoveNorth;MoveNorth;MoveNorth;MoveWest;1;141
False;0;0;0;0;0;0;0;0;MoveNorth;MoveNorth;MoveNorth;MoveWest;1;142
False;1;0;0;0;0;0;0;0;MoveEast;MoveNorth;MoveNorth;MoveWest;1;143
False;1;0;0;0;0;0;0;0;MoveEast;MoveNorthWest;MoveNorth;MoveWest;1;144
False;1;0;0;0;0;0;0;0;MoveEast;MoveNorthWest;MoveNorth;MoveWest;1;145
False;0;0;0;0;0;0;0;0;MoveEast;MoveWest;MoveNorthEast;MoveNorth;1;146
False;1;0;0;0;0;0;0;0;MoveEast;MoveWest;MoveNorthEast;MoveNorth;1;147
False;1;0;0;0;0;0;1;0;MoveEast;MoveWest;MoveEast;MoveEast;1;148
False;3;0;0;0;0;0;1;0;;MoveWest;MoveEast;MoveEast;1;149
False;1;0;0;0;0;0;1;0;MoveSouth;MoveWest;MoveNorthEast;MoveEast;1;150
False;1;0;0;0;0;0;0;0;MoveSouth;MoveWest;MoveNorthEast;MoveEast;1;151
False;1;0;0;0;0;0;1;0;MoveSouthWest;MoveWest;MoveEast;MoveEast;1;152
False;0;0;0;0;0;0;1;0;MoveSouthWest;MoveWest;MoveEast;MoveEast;1;153
False;0;0;0;0;0;0;3;0;MoveSouthEast;MoveWest;;;1;154
False;0;0;0;0;0;0;1;0;MoveSouthEast;MoveWest;;MoveSouth;1;155
False;0;0;0;0;0;0;1;0;MoveEast;MoveWest;MoveNorth;MoveSouth;1;156
False;0;0;0;0;0;0;1;0;MoveEast;MoveWest;MoveNorth;MoveSouthWest;1;157
False;0;0;0;0;0;0;0;0;MoveEast;MoveNorthWest;MoveNorthEast;MoveSouthWest;1;158
False;0;0;0;0;0;0;0;0;MoveEast;MoveNorthWest;MoveNorthEast;MoveSouthEast;1;159
False;0;0;0;0;1;0;0;0;MoveEast;MoveWest;MoveWest;MoveSouthEast;1;160
False;0;0;0;0;1;0;0;0;MoveEast;MoveWest;MoveWest;MoveSouthEast;1;161
False;0;0;0;0;2;0;0;0;MoveEast;OpenDoorAction;MoveWest;MoveSouthEast;1;162
False;0;0;0;0;1;0;0;0;MoveEast;OpenDoorAction;MoveWest;MoveEast;1;163
False;0;0;0;0;2;0;0;0;MoveEast;;MoveWest;MoveEast;1;164
False;0;0;0;0;1;0;0;0;MoveEast;MoveNorth;MoveWest;MoveEast;1;165
False;0;0;0;0;1;0;0;0;MoveEast;MoveNorth;MoveNorth;MoveEast;1;166
False;0;0;0;0;0;0;0;0;MoveEast;MoveNorthEast;MoveNorth;MoveEast;1;167
False;0;0;0;0;1;0;0;0;MoveEast;MoveNorthEast;MoveEast;MoveEast;1;168
False;0;0;1;0;1;0;0;0;MoveEast;MoveWest;MoveEast;MoveEast;1;169
False;0;0;1;0;1;0;0;0;MoveNorthEast;MoveWest;MoveEast;MoveEast;1;170
False;0;0;1;0;0;0;0;0;MoveNorthEast;MoveWest;MoveEast;MoveEast;1;171
False;0;0;0;0;1;0;0;0;MoveNorth;MoveWest;MoveEast;MoveEast;1;172
False;0;0;0;0;1;0;0;0;MoveNorth;MoveWest;MoveEast;MoveEast;1;173
False;0;0;0;0;2;0;0;0;MoveNorth;MoveWest;;MoveEast;1;174
False;0;0;0;0;0;0;0;0;MoveNorth;MoveNorth;MoveSouth;MoveSouthEast;1;175
False;0;0;0;0;0;0;0;0;MoveNorth;MoveNorth;MoveSouth;MoveSouthEast;1;176
False;0;0;1;0;1;0;0;0;MoveNorth;MoveEast;MoveSouthWest;MoveSouth;1;177
False;0;0;1;0;1;0;0;0;MoveNorth;MoveEast;MoveSouthWest;MoveSouth;1;178
False;0;0;2;0;1;0;0;0;MoveNorth;MoveEast;MoveSouthEast;MoveSouth;1;179
False;0;0;1;0;0;0;0;0;MoveNorth;MoveEast;MoveSouthEast;MoveSouth;1;180
False;0;0;1;0;0;0;0;0;MoveNorth;MoveEast;MoveEast;MoveSouth;1;181
False;0;0;0;0;0;0;0;0;MoveNorth;MoveEast;MoveEast;MoveSouth;1;182
False;0;0;1;0;0;0;0;0;MoveNorth;;MoveEast;MoveSouthWest;1;183
False;0;0;0;0;0;0;0;0;MoveNorth;MoveSouth;MoveEast;MoveSouthWest;1;184
False;0;0;0;0;0;0;0;0;MoveNorth;MoveSouth;MoveEast;MoveWest;1;185
False;0;0;1;0;0;0;0;0;MoveNorth;MoveSouthWest;MoveEast;MoveWest;1;186
False;0;0;1;0;0;0;0;0;MoveNorth;MoveSouthWest;MoveEast;MoveWest;1;187
False;0;0;1;0;0;0;0;0;MoveNorth;MoveSouthEast;MoveEast;MoveWest;1;188
False;0;0;0;0;0;0;0;0;MoveNorth;MoveSouthEast;MoveEast;MoveWest;1;189
False;0;0;0;0;0;0;0;0;MoveNorthWest;MoveEast;MoveEast;MoveWest;1;190
False;0;0;0;0;0;0;0;0;MoveNorthWest;MoveEast;MoveEast;MoveWest;1;191
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;MoveWest;1;192
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;MoveWest;1;193
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;MoveWest;1;194
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;MoveWest;1;195
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;MoveWest;1;196
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;MoveWest;1;197
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;MoveWest;1;198
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;MoveWest;1;199
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;MoveWest;1;200
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;;1;201
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;MoveEast;;1;202
False;0;0;0;0;0;0;0;0;MoveWest;MoveEast;OpenDoorAction;MoveNorth;1;203
False;0;0;0;0;0;0;0;0;MoveNorthWest;MoveNorthEast;OpenDoorAction;MoveNorth;1;204
False;0;0;0;0;0;0;0;0;MoveNorthWest;MoveNorthEast;;MoveNorthEast;1;205
False;0;0;0;0;0;0;0;0;MoveWest;MoveNorth;MoveNorth;MoveNorthEast;1;206
False;0;0;0;0;0;0;1;0;MoveWest;MoveNorth;MoveNorth;MoveWest;1;207
False;0;0;0;0;0;0;1;0;;MoveNorth;MoveNorthEast;MoveWest;1;208
False;0;0;0;0;0;0;1;0;;MoveNorth;MoveNorthEast;MoveWest;1;209
False;0;0;0;0;1;0;0;0;MoveNorth;MoveNorth;MoveWest;MoveWest;1;210
False;0;0;0;0;1;0;0;0;MoveNorth;MoveNorth;MoveWest;MoveWest;1;211
False;0;0;0;0;1;0;0;0;MoveNorthEast;MoveNorthWest;MoveWest;MoveWest;1;212
False;0;0;0;0;0;0;0;0;MoveNorthEast;MoveNorthWest;MoveWest;MoveNorth;1;213
False;0;0;0;0;0;0;0;0;MoveWest;MoveWest;MoveWest;MoveNorth;1;214
False;0;0;0;0;0;0;1;0;MoveWest;MoveWest;MoveWest;MoveEast;1;215
False;0;0;0;0;1;0;1;0;MoveWest;MoveWest;MoveNorth;MoveEast;1;216
False;0;0;0;0;1;0;2;0;MoveWest;MoveWest;MoveNorth;MoveEast;1;217
False;0;0;0;0;1;0;1;0;MoveWest;MoveWest;MoveEast;MoveEast;1;218
False;0;0;0;0;0;0;1;0;MoveWest;MoveWest;MoveEast;MoveEast;1;219
False;0;0;0;0;0;0;0;0;MoveNorth;MoveWest;MoveEast;MoveEast;1;220
False;0;0;0;0;0;0;1;0;MoveNorth;MoveWest;MoveEast;;1;221
False;1;0;0;0;0;0;0;0;MoveEast;MoveWest;MoveEast;MoveSouth;1;222
False;1;0;0;0;0;0;0;0;MoveEast;MoveWest;MoveEast;MoveSouth;1;223
False;1;0;0;0;1;0;1;0;MoveEast;MoveWest;;MoveSouthWest;1;224
False;0;0;0;0;0;0;1;0;MoveEast;MoveWest;MoveSouthWest;MoveSouthWest;1;225
False;1;0;0;0;0;0;1;0;MoveEast;MoveNorthWest;MoveSouthWest;MoveSouthEast;1;226
False;1;0;0;0;0;0;0;0;MoveEast;MoveNorthWest;MoveSouth;MoveSouthEast;1;227
False;3;0;0;0;0;0;0;0;;MoveWest;MoveSouth;MoveEast;1;228
False;1;0;0;0;0;0;0;0;MoveSouth;MoveWest;MoveSouthWest;MoveEast;1;229
False;1;0;0;0;0;0;0;0;MoveSouth;;MoveSouthWest;MoveEast;1;230
False;1;0;0;0;0;0;0;0;MoveSouthWest;;MoveWest;MoveEast;1;231
False;0;0;0;0;0;0;0;0;MoveSouthWest;MoveNorth;MoveWest;MoveEast;1;232
False;0;0;0;0;0;0;0;0;MoveSouthEast;MoveNorth;MoveWest;MoveEast;1;233
False;0;0;0;0;0;0;0;0;MoveSouthEast;MoveNorthEast;MoveWest;MoveEast;1;234
False;0;0;0;0;0;0;0;0;MoveSouthEast;MoveNorthEast;MoveWest;MoveEast;1;235
False;0;0;0;0;0;0;0;0;MoveSouthEast;MoveWest;MoveWest;MoveEast;1;236
False;0;0;0;0;0;0;0;0;MoveEast;MoveWest;MoveWest;MoveEast;1;237
False;0;0;0;0;0;0;0;0;MoveEast;MoveWest;MoveWest;;1;238
False;0;0;0;0;0;0;0;0;MoveEast;MoveWest;MoveWest;;1;239
False;0;0;0;0;0;0;0;0;MoveEast;MoveWest;MoveWest;MoveNorth;1;240
False;0;0;0;0;0;0;0;0;MoveEast;MoveWest;;MoveNorth;1;241
False;0;0;0;0;0;0;0;0;MoveEast;MoveNorth;;MoveNorthEast;1;242
False;0;0;0;0;0;0;0;0;MoveEast;MoveNorth;MoveNorth;MoveNorthEast;1;243
False;0;0;1;0;0;0;1;0;MoveEast;MoveEast;MoveNorth;MoveWest;1;244
False;0;0;1;0;0;0;1;0;MoveEast;MoveEast;MoveNorthEast;MoveWest;1;245
False;0;0;1;0;0;0;1;0;MoveEast;MoveEast;MoveNorthEast;MoveWest;1;246
False;0;0;0;0;1;0;0;0;MoveEast;MoveEast;MoveWest;MoveWest;1;247
False;0;0;1;0;1;0;0;0;MoveEast;MoveEast;MoveWest;MoveWest;1;248
False;0;0;1;0;1;0;0;0;MoveSouthEast;MoveEast;MoveWest;MoveWest;1;249
False;0;0;3;0;0;0;1;0;MoveSouthEast;;MoveWest;MoveNorth;1;250
False;0;0;1;0;0;0;1;0;MoveSouth;MoveSouth;MoveWest;MoveNorth;1;251
False;0;0;1;0;0;0;1;0;MoveSouth;MoveSouth;MoveWest;MoveEast;1;252
False;0;0;1;0;0;0;0;0;MoveSouth;MoveSouthWest;MoveNorth;MoveEast;1;253
False;0;0;0;0;0;0;0;0;MoveSouth;MoveSouthWest;MoveNorth;MoveEast;1;254
False;0;0;0;0;1;0;0;0;MoveSouth;MoveSouthEast;MoveEast;MoveEast;1;255
False;0;0;0;0;1;0;0;0;MoveSouth;MoveSouthEast;MoveEast;MoveEast;1;256
False;0;0;0;0;2;0;0;0;MoveSouth;MoveSouthEast;MoveEast;MoveEast;1;257
False;0;0;0;0;1;0;1;0;MoveSouth;MoveSouthEast;MoveEast;;1;258
False;0;0;0;0;1;0;0;0;MoveSouth;MoveEast;MoveEast;MoveSouthWest;1;259
False;0;0;0;0;0;0;0;0;MoveSouth;MoveEast;MoveEast;MoveSouthWest;1;260
False;0;0;0;0;1;0;0;0;MoveSouth;MoveEast;;MoveSouth;1;261
False;0;0;0;0;0;0;0;0;MoveSouth;MoveEast;MoveSouth;MoveSouth;1;262
False;0;0;0;0;0;0;0;0;MoveSouth;MoveEast;MoveSouth;MoveSouthEast;1;263
False;0;0;0;0;1;0;0;0;MoveSouth;MoveEast;MoveSouthWest;MoveSouthEast;1;264
False;0;0;0;0;1;0;0;0;MoveSouth;MoveEast;MoveSouthWest;MoveSouthEast;1;265
False;0;0;0;0;1;0;0;0;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;1;266
False;0;0;0;0;0;0;0;0;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;1;267
False;0;0;0;0;0;0;0;0;MoveSouth;MoveEast;MoveSouthEast;MoveSouthEast;1;268
False;0;0;0;0;0;0;0;0;MoveSouthWest;MoveEast;MoveSouthEast;MoveSouth;1;269
False;0;0;0;0;0;0;0;0;MoveSouthWest;MoveEast;MoveEast;MoveSouth;1;270
False;0;0;0;0;0;0;0;0;MoveWest;MoveSouthEast;MoveEast;MoveSouth;1;271
False;0;0;0;0;0;0;0;0;MoveWest;MoveSouthEast;MoveEast;MoveSouth;1;272
False;0;0;0;0;0;0;0;0;MoveWest;MoveSouth;MoveEast;MoveSouth;1;273
False;0;0;0;0;0;0;0;0;MoveWest;MoveSouth;MoveEast;MoveSouth;1;274
False;0;0;0;0;0;0;0;0;OpenDoorAction;MoveSouth;MoveEast;MoveSouthWest;1;275
False;0;0;0;0;0;0;0;0;OpenDoorAction;MoveSouth;MoveEast;MoveSouthWest;1;276
False;0;0;0;0;0;0;0;0;;MoveSouth;MoveEast;MoveWest;1;277
False;0;0;0;0;0;0;0;0;MoveNorth;MoveSouth;MoveEast;MoveWest;1;278
False;0;0;0;0;0;0;0;0;MoveNorth;MoveSouthWest;MoveEast;MoveWest;1;279
False;0;0;0;0;0;0;0;0;MoveNorthEast;MoveSouthWest;MoveEast;MoveWest;1;280
False;0;0;0;0;0;0;0;0;MoveNorthEast;MoveWest;MoveEast;MoveWest;1;281
False;0;0;0;0;0;0;0;0;MoveWest;MoveWest;MoveSouthEast;MoveWest;1;282
False;0;0;0;0;0;0;0;0;MoveWest;MoveWest;MoveSouthEast;MoveWest;1;283
