done;agent2_344_msgs;agent2_344_drops;agent3_345_msgs;agent3_345_drops;human1_346_msgs;human1_346_drops;agent2_344_acts;agent3_345_acts;human1_346_acts;world_nr;tick_nr
False;0;0;0;0;0;0;MoveNorth;MoveEast;;1;33
False;0;0;0;0;0;0;MoveNorth;MoveEast;;1;34
False;0;0;0;0;0;0;MoveNorth;MoveWest;;1;35
False;0;0;0;0;0;0;MoveNorth;MoveWest;;1;36
False;0;0;0;0;0;0;MoveWest;MoveNorth;;1;37
False;0;0;0;0;0;0;MoveWest;MoveNorth;;1;38
False;0;0;0;0;0;0;MoveNorth;MoveNorth;;1;39
False;0;0;0;0;0;0;MoveNorth;MoveNorth;;1;40
False;0;0;0;0;0;0;MoveSouth;MoveNorth;;1;41
False;0;0;0;0;0;0;MoveSouth;MoveNorth;;1;42
False;0;0;0;0;0;0;MoveWest;MoveEast;;1;43
False;0;0;0;0;0;0;MoveWest;MoveEast;;1;44
False;0;0;0;0;0;0;MoveWest;MoveEast;;1;45
False;0;0;0;0;0;0;MoveWest;MoveEast;;1;46
False;0;0;0;0;0;0;MoveNorth;MoveEast;;1;47
False;0;0;0;0;0;0;MoveNorth;MoveEast;;1;48
False;0;0;0;0;0;0;MoveNorth;MoveWest;;1;49
False;0;0;0;0;0;0;MoveNorth;MoveWest;;1;50
False;0;0;0;0;0;0;MoveEast;MoveNorth;;1;51
False;0;0;0;0;0;0;MoveEast;MoveNorth;;1;52
False;0;0;0;0;0;0;MoveWest;MoveWest;;1;53
False;0;0;0;0;0;0;MoveWest;MoveWest;;1;54
False;0;0;0;0;0;0;MoveWest;MoveWest;;1;55
False;0;0;0;0;0;0;MoveWest;MoveWest;;1;56
False;0;0;0;0;0;0;MoveEast;MoveWest;;1;57
False;0;0;0;0;0;0;MoveEast;MoveWest;;1;58
False;0;0;0;0;0;0;MoveSouth;MoveNorth;;1;59
False;0;0;0;0;0;0;MoveSouth;MoveNorth;;1;60
False;0;0;0;0;0;0;MoveWest;MoveEast;;1;61
False;0;0;0;0;0;0;MoveWest;MoveEast;;1;62
False;0;0;0;0;0;0;MoveEast;MoveNorth;;1;63
False;0;0;0;0;0;0;MoveEast;MoveNorth;;1;64
False;0;0;0;0;0;0;MoveWest;MoveWest;;1;65
False;0;0;0;0;0;0;MoveWest;MoveWest;;1;66
False;0;0;0;0;0;0;MoveNorth;MoveEast;;1;67
False;0;0;0;0;0;0;MoveNorth;MoveEast;;1;68
False;0;0;0;0;0;0;MoveSouth;MoveEast;;1;69
False;0;0;0;0;0;0;MoveSouth;MoveEast;;1;70
False;0;0;0;0;0;0;MoveNorth;MoveNorth;;1;71
False;0;0;0;0;0;0;MoveNorth;MoveNorth;;1;72
False;0;0;0;0;0;0;MoveSouth;MoveNorth;;1;73
False;0;0;0;0;0;0;MoveSouth;MoveNorth;;1;74
False;0;0;0;0;0;0;MoveSouth;MoveEast;;1;75
False;0;0;0;0;0;0;MoveSouth;MoveEast;;1;76
False;0;0;0;0;0;0;MoveEast;MoveWest;;1;77
False;0;0;0;0;0;0;MoveEast;MoveWest;;1;78
False;0;0;0;0;0;0;MoveNorth;MoveSouth;;1;79
False;0;0;0;0;0;0;MoveNorth;MoveSouth;;1;80
False;0;0;0;0;0;0;MoveNorth;MoveEast;;1;81
False;0;0;0;0;0;0;MoveNorth;MoveEast;;1;82
False;0;0;0;0;0;0;MoveNorth;MoveSouth;;1;83
False;0;0;0;0;0;0;MoveNorth;MoveSouth;;1;84
False;0;0;0;0;0;0;MoveSouth;MoveSouth;;1;85
False;0;0;0;0;0;0;MoveSouth;MoveSouth;;1;86
False;0;0;0;0;0;0;MoveEast;MoveEast;;1;87
False;0;0;0;0;0;0;MoveEast;MoveEast;;1;88
False;0;0;0;0;0;0;MoveEast;MoveWest;;1;89
False;0;0;0;0;0;0;MoveEast;MoveWest;;1;90
False;0;0;0;0;0;0;MoveNorth;MoveSouth;;1;91
False;0;0;0;0;0;0;MoveNorth;MoveSouth;;1;92
False;0;0;0;0;0;0;MoveNorth;MoveSouth;;1;93
False;0;0;0;0;0;0;MoveNorth;MoveSouth;;1;94
False;0;0;0;0;0;0;MoveNorth;MoveWest;;1;95
False;0;0;0;0;0;0;MoveNorth;MoveWest;;1;96
False;0;0;0;0;0;0;MoveNorth;MoveNorth;;1;97
False;0;0;0;0;0;0;MoveNorth;MoveNorth;;1;98
False;0;0;0;0;0;0;MoveWest;MoveNorth;;1;99
False;0;0;0;0;0;0;MoveWest;MoveNorth;;1;100
False;0;0;0;0;0;0;MoveWest;MoveNorth;;1;101
False;0;0;0;0;0;0;MoveWest;MoveNorth;;1;102
False;0;0;0;0;0;0;MoveNorth;MoveEast;;1;103
False;0;0;0;0;0;0;MoveNorth;MoveEast;;1;104
False;0;0;0;0;0;0;MoveEast;MoveEast;;1;105
False;0;0;0;0;0;0;MoveEast;MoveEast;;1;106
False;0;0;0;0;0;0;MoveWest;MoveWest;;1;107
False;0;0;0;0;0;0;MoveWest;MoveWest;;1;108
False;0;0;0;0;0;0;MoveSouth;MoveEast;;1;109
False;0;0;0;0;0;0;MoveSouth;MoveEast;;1;110
False;0;0;0;0;0;0;MoveNorth;MoveNorth;;1;111
False;0;0;0;0;0;0;MoveNorth;MoveNorth;;1;112
False;0;0;0;0;0;0;MoveSouth;MoveSouth;;1;113
False;0;0;0;0;0;0;MoveSouth;MoveSouth;;1;114
False;0;0;0;0;0;0;MoveSouth;MoveNorth;;1;115
False;0;0;0;0;0;0;MoveSouth;MoveNorth;;1;116
False;0;0;0;0;0;0;MoveEast;MoveEast;;1;117
